age,height
42,67
42,70
21,68
35,73
38,64
34,64
27,71
29,71
27,62
23,67
33,67
25,70
31,66
24,72
49,70
23,72
23,66
22,63
48,70
27,71
30,68
59,64
27,70
24,68
32,69
24,74
32,72
30,75
40,65
18,73
29,69
32,62
27,64
56,68
35,70
20,67
30,72
43,69
27,68
30,71
58,72
31,68
34,72
41,75
27,67
37,68
35,67
26,73
28,72
32,76
38,68
42,72
25,67
34,66
46,71
31,69
26,64
37,75
28,69
21,67
50,70
24,71
24,74
32,69
50,68
33,60
38,68
49,70
35,70
20,60
22,67
32,83
25,70
26,59
23,71
43,77
28,69
44,76
22,71
31,68
65,70
36,70
35,62
40,70
30,66
26,72
23,73
27,68
36,72
41,66
45,70
48,68
26,76
23,67
28,68
29,74
42,67
33,60
52,70
25,63
61,68
28,71
35,73
34,72
59,68
31,77
19,73
29,68
55,66
45,65
49,69
21,71
27,61
24,68
25,63
44,63
52,72
30,66
58,64
33,63
44,68
31,69
38,67
47,63
29,74
28,68
40,67
64,67
52,63
37,64
33,67
58,72
43,72
27,65
57,68
64,69
41,69
35,74
26,73
52,72
45,63
24,68
26,68
25,75
35,73
25,68
33,67
41,73
26,64
27,71
25,64
39,63
35,71
30,64
21,74
48,69
25,73
27,71
20,73
31,74
37,68
55,64
37,65
24,74
32,64
18,70
19,75
22,61
23,70
36,70
19,63
30,71
43,62
19,70
36,69
32,68
32,71
33,61
27,69
30,68
26,71
34,71
23,72
38,69
57,66
31,70
41,70
30,73
27,73
33,69
33,67
38,69
45,68
36,67
32,70
28,70
34,62
30,64
34,69
61,68
31,68
21,70
38,68
24,67
31,63
34,66
33,70
27,72
31,70
45,75
33,71
27,63
41,71
29,72
25,76
47,68
30,70
21,73
29,70
32,68
33,67
42,69
23,72
23,74
43,64
23,63
28,67
38,67
26,72
39,74
28,72
20,65
46,62
28,69
29,73
30,70
36,67
34,69
39,72
33,74
22,67
39,72
40,70
34,64
26,74
30,73
38,65
38,70
25,64
36,62
24,64
35,67
27,74
32,67
40,68
33,64
33,73
32,66
34,72
24,69
25,62
31,69
35,75
22,68
23,64
23,70
36,69
26,76
47,73
39,60
26,70
34,64
24,64
34,71
50,68
30,70
28,71
32,69
38,68
25,64
24,72
27,73
32,69
31,69
40,67
30,65
29,69
27,69
27,72
23,68
26,74
40,75
25,68
37,73
35,60
31,73
28,69
23,70
38,68
23,71
30,72
22,71
27,74
25,68
26,68
25,70
35,60
30,70
24,74
43,68
26,72
48,71
29,69
28,69
36,64
46,65
23,76
25,74
59,70
19,70
31,73
33,63
26,71
21,66
38,74
31,69
21,67
49,64
19,73
23,69
42,68
42,72
46,68
53,68
51,68
37,64
32,66
24,64
29,72
25,70
25,65
23,67
35,73
45,76
33,68
26,70
30,71
34,68
30,70
25,72
43,74
20,67
27,70
23,71
27,72
31,68
23,71
28,72
27,70
26,65
47,72
21,68
25,72
28,63
40,69
22,75
40,66
29,72
31,70
36,74
26,72
39,68
44,69
48,65
35,71
28,64
30,72
25,70
30,70
27,69
36,67
29,64
39,68
32,73
33,66
36,61
25,76
27,75
29,72
30,70
31,66
26,69
24,63
34,66
24,68
27,73
22,73
29,64
23,68
22,68
21,67
25,67
32,70
32,63
28,72
30,72
26,67
21,66
20,63
36,73
27,65
27,76
25,66
44,74
40,65
21,71
31,68
33,70
29,62
27,65
25,67
31,64
23,62
26,66
25,70
21,66
22,67
32,72
24,67
27,73
38,65
28,72
32,66
24,67
23,58
45,62
47,69
35,72
42,67
37,70
34,64
26,70
29,66
26,70
22,64
36,70
28,66
28,69
41,73
24,65
24,66
27,72
32,66
27,61
24,67
23,74
27,64
26,74
41,67
34,68
40,70
24,65
23,71
30,64
27,67
29,64
29,66
31,71
38,67
28,73
33,66
28,74
35,67
25,66
31,71
28,69
30,71
26,68
23,61
43,75
24,66
35,74
30,69
23,62
21,65
40,60
26,74
23,68
23,64
34,73
33,64
25,67
28,73
34,66
21,60
23,70
30,69
31,67
37,72
32,71
23,65
28,72
24,65
40,71
27,66
43,69
27,66
27,74
23,73
30,64
30,64
29,70
22,66
41,74
23,66
25,66
31,68
22,61
30,68
30,72
26,72
40,67
31,59
34,68
36,65
34,66
23,74
23,67
45,72
35,71
20,66
39,66
39,67
35,67
33,64
35,71
32,72
29,64
30,69
27,62
29,67
25,69
31,70
22,70
42,72
30,69
38,67
39,74
47,72
35,72
42,71
24,67
43,71
31,66
26,70
27,65
38,67
25,69
47,71
26,65
25,66
29,70
36,71
30,69
24,62
33,65
31,64
34,71
38,66
30,65
35,66
37,60
32,72
28,76
32,68
25,66
40,62
26,64
37,67
26,72
26,73
41,74
26,63
29,68
28,65
37,73
33,65
37,72
25,66
28,75
28,64
33,67
25,62
26,68
40,75
34,70
28,68
34,75
23,66
25,72
30,66
35,66
31,74
26,68
26,66
23,68
25,61
23,66
45,72
31,64
26,67
21,68
37,73
26,63
45,68
27,70
27,67
21,69
30,67
25,67
23,72
22,69
36,74
35,72
26,71
47,72
32,74
35,66
29,72
26,63
24,70
35,73
24,67
64,67
23,65
27,69
24,68
33,67
56,70
49,73
28,74
32,76
38,68
31,63
28,71
33,73
41,67
27,68
37,69
30,69
28,71
35,75
34,67
28,69
42,67
28,71
27,62
43,71
24,66
24,64
30,65
40,70
22,66
37,70
44,71
31,69
48,70
28,63
29,70
38,68
44,71
31,72
49,64
23,64
33,67
27,69
37,68
28,71
18,71
30,72
33,71
25,64
21,71
28,73
31,70
23,69
43,69
37,68
45,71
34,68
63,72
25,69
28,67
29,62
29,66
25,70
24,71
30,69
40,67
36,64
40,71
25,65
25,70
31,61
26,67
27,75
23,65
30,74
25,62
34,67
30,63
27,74
19,59
23,65
30,62
27,63
25,70
24,69
42,66
27,71
25,70
28,73
28,69
25,73
36,71
20,71
19,71
23,76
36,71
25,71
37,72
37,72
25,74
37,73
39,67
42,73
45,66
31,69
24,72
36,69
29,71
30,72
23,72
29,71
30,70
24,68
33,68
25,70
27,70
25,72
24,66
28,71
26,68
22,71
32,77
28,70
18,66
40,68
25,67
31,74
23,72
21,72
35,73
37,71
20,72
20,68
24,72
23,70
23,72
37,69
23,71
18,69
25,70
25,71
28,70
26,78
31,70
33,69
32,67
31,65
24,71
33,66
35,66
19,69
26,67
31,72
32,66
29,72
48,73
25,75
29,71
35,63
28,71
24,70
18,71
64,68
30,64
23,62
41,62
21,69
30,66
56,69
30,63
33,66
37,67
26,66
24,70
25,68
26,66
41,63
59,68
32,66
29,69
35,69
58,63
34,66
29,66
37,63
22,74
45,65
20,74
33,75
42,70
25,68
22,72
30,67
25,71
25,64
30,71
25,68
22,71
34,72
39,69
31,70
46,71
29,73
30,72
37,72
35,72
32,66
28,69
31,68
36,73
22,67
43,71
37,72
60,68
25,70
37,66
40,68
29,64
25,73
30,74
27,68
25,70
31,69
28,68
26,68
24,61
26,64
30,71
29,72
41,68
45,68
30,62
26,70
32,67
26,64
46,71
31,72
21,62
33,72
51,69
31,73
26,59
68,75
44,69
38,70
31,62
29,62
23,72
23,72
20,70
29,72
24,70
27,70
29,64
32,72
35,63
23,75
26,77
21,72
32,65
36,60
37,68
22,65
25,72
38,58
40,69
39,70
23,65
25,68
33,76
28,68
32,65
26,69
37,72
28,71
40,70
28,64
29,64
23,69
22,63
38,67
65,62
31,68
30,65
41,68
25,70
25,64
33,73
26,64
22,76
42,66
28,71
27,64
31,68
45,66
51,68
30,74
28,73
32,70
47,70
28,74
27,67
27,67
35,65
23,64
25,71
38,64
32,68
33,69
57,62
40,65
25,68
30,65
26,72
30,64
26,68
27,72
18,63
59,66
32,67
35,67
38,76
25,70
24,71
20,73
26,70
25,67
29,72
47,72
33,68
29,68
36,73
27,67
26,70
26,70
27,60
25,67
43,65
38,72
27,68
37,64
21,77
23,63
38,72
29,69
34,76
41,68
27,71
24,70
25,67
23,68
20,72
26,64
24,71
19,62
63,66
21,72
28,69
28,66
25,70
33,67
29,67
44,67
49,70
27,63
26,70
36,62
43,73
21,72
31,73
41,74
34,75
22,65
48,71
29,60
23,72
25,70
29,66
24,66
37,70
24,62
44,64
32,68
40,65
30,73
26,71
32,71
24,68
23,74
27,68
32,65
26,77
25,67
34,68
24,72
42,68
44,73
31,65
48,71
59,67
43,66
36,74
29,70
33,71
29,61
27,75
64,73
25,70
38,66
37,62
61,64
24,74
26,72
35,68
33,67
33,72
27,65
40,64
32,76
27,69
31,78
29,73
31,70
34,71
60,69
23,69
32,71
26,68
21,68
32,74
26,67
21,63
33,70
24,70
31,67
32,71
24,66
23,72
28,63
25,70
35,69
27,75
26,68
26,68
27,69
31,70
28,73
34,72
28,71
41,68
25,72
25,72
23,71
37,72
38,67
27,72
35,72
34,68
28,71
24,70
25,70
26,70
28,67
20,71
29,68
38,70
30,66
24,75
25,78
24,72
24,66
24,73
25,70
35,71
27,71
22,72
27,76
27,73
40,70
28,72
30,70
33,72
27,72
29,68
43,74
26,70
33,70
29,69
26,68
29,75
25,70
36,74
28,74
39,74
30,72
23,74
27,70
23,64
39,69
31,70
37,70
42,67
62,72
26,71
41,73
32,71
41,70
22,69
25,72
47,73
35,68
36,71
33,72
25,71
27,71
28,69
26,66
24,70
19,70
21,64
32,72
25,68
27,69
38,71
28,66
35,67
28,65
27,70
25,70
24,64
28,71
35,72
29,71
32,68
43,71
27,75
28,73
44,71
51,71
33,67
39,69
24,69
29,73
37,69
27,67
25,62
28,67
37,67
31,63
24,71
30,70
42,65
30,70
24,68
33,70
26,66
32,65
44,62
29,61
27,70
26,73
37,69
25,70
30,68
28,67
27,65
25,67
22,69
26,69
28,72
48,65
36,75
26,71
28,63
30,74
23,66
33,62
47,66
53,62
38,64
39,70
25,62
25,73
32,63
25,70
28,68
24,66
28,61
22,70
32,74
32,66
25,62
34,65
22,68
27,66
22,69
29,71
39,69
39,68
35,70
19,64
24,69
26,71
25,64
21,65
41,70
30,64
36,62
26,63
28,63
25,70
22,66
34,70
30,72
35,67
32,68
21,70
32,67
43,72
29,68
27,73
61,67
24,63
39,71
38,72
39,69
26,59
31,73
34,72
30,72
26,74
41,65
57,69
58,67
34,72
40,69
33,73
25,65
31,70
40,72
31,71
47,69
27,66
33,68
45,66
38,64
35,67
45,72
29,63
27,70
29,74
26,64
64,70
38,70
25,66
31,74
29,63
25,65
58,68
31,65
26,72
27,60
34,65
27,67
26,63
38,70
33,74
24,62
45,75
26,70
28,69
33,66
27,67
29,65
50,70
38,72
42,64
26,70
31,70
20,59
29,72
39,68
32,70
27,69
25,72
56,67
26,72
23,69
22,68
26,70
23,63
30,65
26,64
22,70
20,68
26,69
21,73
26,72
36,67
39,64
28,67
27,62
31,71
57,71
28,69
41,74
38,69
24,60
44,75
36,71
25,72
29,67
37,67
26,64
31,68
22,71
30,69
39,69
27,70
40,70
31,74
34,69
29,67
25,73
31,69
20,66
39,69
22,71
32,65
31,66
28,65
23,68
28,66
34,67
38,62
32,70
39,72
27,69
43,70
33,61
26,68
28,68
29,67
20,67
29,70
31,64
28,69
59,65
37,63
26,62
26,72
42,63
23,69
27,66
31,68
26,72
25,74
42,63
33,67
21,67
25,62
27,73
29,72
46,73
41,69
32,64
35,69
45,71
30,70
25,59
35,68
22,65
30,70
24,75
25,76
42,69
20,66
37,60
57,62
35,65
23,69
36,67
28,64
32,74
23,65
22,74
27,67
34,64
43,70
30,69
44,67
32,69
64,70
32,66
33,71
22,65
29,67
26,62
22,62
25,72
49,69
27,75
24,70
37,60
38,70
21,64
36,64
27,70
29,77
33,64
29,68
37,68
59,70
34,69
26,83
39,72
24,64
39,71
50,73
22,69
35,68
34,69
25,70
32,68
29,72
30,67
25,65
34,68
22,64
25,70
27,69
25,72
33,71
26,67
65,73
39,62
68,74
24,68
23,65
27,74
23,71
27,74
61,66
21,65
48,66
40,72
22,65
42,62
24,70
20,64
24,63
27,69
60,67
48,77
27,69
31,63
23,62
40,62
23,72
37,65
22,65
19,62
25,68
30,64
19,72
18,66
37,62
28,67
25,67
25,75
24,63
25,73
32,61
29,72
22,63
29,67
28,68
23,71
30,64
24,69
25,65
42,66
19,71
18,65
42,65
26,68
26,67
23,66
31,68
30,61
23,67
41,67
56,72
25,67
49,72
57,69
25,60
35,58
26,70
23,72
41,64
52,62
26,67
32,64
26,63
48,72
28,73
22,64
24,68
28,65
23,62
28,63
19,56
29,67
25,64
25,67
23,67
25,68
23,71
28,72
30,63
28,66
30,72
25,63
27,66
31,65
28,69
29,70
31,66
29,71
45,69
30,67
23,75
23,62
31,64
37,64
30,63
39,66
25,70
19,67
31,68
27,70
18,61
45,75
30,63
34,66
29,64
23,71
29,69
26,63
39,68
24,65
29,66
37,68
24,66
33,69
43,64
24,70
26,68
23,69
34,66
43,68
42,68
31,71
24,69
24,66
35,64
27,75
24,70
40,69
23,72
51,70
24,73
26,71
31,66
44,70
27,68
33,68
30,63
26,70
60,63
22,74
24,64
24,70
29,61
22,70
22,73
24,71
42,68
36,70
35,72
23,65
27,65
24,66
34,70
32,61
43,70
24,68
24,63
26,62
22,74
37,73
25,72
36,66
37,59
32,64
31,72
22,69
35,68
42,66
40,71
40,63
39,63
28,68
51,65
31,69
31,71
43,62
47,69
30,70
28,72
22,71
37,71
57,73
19,67
34,70
21,62
42,70
25,74
24,63
66,69
26,67
30,63
28,71
45,68
32,69
30,72
42,70
27,69
46,58
26,69
40,66
32,62
49,70
28,70
25,77
28,62
30,70
27,71
32,69
28,69
34,65
35,64
26,60
25,70
42,69
28,66
25,74
29,68
30,70
37,70
29,69
28,66
51,62
31,68
43,72
26,72
43,73
33,68
42,66
24,76
23,62
28,67
38,61
26,75
25,67
38,67
32,73
66,70
25,71
38,69
39,70
31,70
22,66
34,65
31,62
35,62
31,70
28,69
42,72
34,67
20,67
31,64
25,69
37,72
38,73
38,74
52,70
42,72
30,66
30,68
27,69
30,71
26,63
30,60
46,72
38,73
28,70
27,64
31,72
34,68
22,69
31,64
27,66
32,69
25,64
28,72
32,64
43,72
25,70
25,63
30,73
28,68
33,73
55,61
41,72
22,64
20,69
20,72
31,69
49,67
32,72
23,69
26,68
28,70
23,72
31,69
31,64
23,69
29,72
28,72
32,69
42,71
22,61
30,68
20,70
30,73
27,69
36,63
29,67
25,69
32,70
24,68
53,72
35,74
48,71
45,71
29,70
26,67
35,68
35,71
24,73
24,67
25,68
31,71
30,72
33,71
23,67
52,71
35,74
35,72
36,66
23,61
25,68
34,68
30,66
31,67
35,72
43,65
27,67
35,62
18,64
21,67
25,74
22,72
28,74
49,64
26,65
36,74
18,64
38,69
29,71
37,74
31,69
22,66
21,72
18,70
30,71
30,71
27,70
19,59
34,71
30,70
25,69
24,71
26,70
21,66
24,60
45,70
36,62
35,66
27,63
28,69
30,65
34,66
39,72
59,65
48,64
29,64
39,71
41,71
23,61
30,75
22,69
39,66
41,72
35,74
25,65
36,69
38,71
24,73
21,67
27,72
25,65
43,68
22,63
25,68
26,70
46,70
19,72
24,67
37,72
22,63
36,72
49,68
53,72
31,72
24,72
27,71
42,72
25,74
25,68
21,71
22,73
27,65
22,70
23,65
24,66
25,61
37,70
29,71
42,69
49,70
19,67
22,73
27,70
24,77
27,71
66,69
24,62
27,62
24,68
27,72
38,71
27,77
18,72
25,75
19,68
30,67
45,68
26,68
31,72
24,68
29,70
20,72
20,68
37,70
33,70
33,72
19,73
36,72
34,72
27,68
29,72
28,69
26,68
26,72
26,67
34,72
27,66
29,71
24,69
34,66
21,62
31,65
34,67
27,70
34,75
31,67
46,72
42,70
34,69
28,65
29,68
30,72
24,71
31,71
44,69
28,69
20,58
34,68
25,61
33,63
33,76
29,74
22,71
31,74
41,68
30,67
31,75
27,71
37,70
33,71
29,71
28,71
27,69
20,70
41,72
21,65
33,70
26,74
20,70
33,75
27,74
25,61
32,70
29,75
22,76
30,73
35,76
33,67
39,71
30,68
29,74
34,66
38,64
37,76
23,61
24,66
34,74
22,74
22,67
26,71
26,65
33,69
26,64
21,68
28,71
64,72
24,64
22,70
32,67
31,64
26,63
18,64
25,65
28,71
32,63
40,68
29,70
26,72
25,66
42,72
40,73
28,61
33,70
28,64
31,63
23,61
29,68
26,65
28,63
30,64
30,62
32,70
31,66
22,65
29,72
38,67
27,62
35,62
37,65
35,67
19,68
110,67
32,68
26,66
25,68
23,64
26,68
22,65
23,70
23,70
34,73
30,64
37,66
49,68
30,64
19,71
26,72
23,71
22,65
30,71
36,67
44,68
34,62
28,63
21,68
39,62
39,63
30,75
30,63
69,69
25,61
35,63
29,67
19,68
24,66
33,76
19,68
27,67
40,64
36,72
29,63
51,64
21,60
23,64
26,73
29,73
31,61
22,65
44,62
25,67
23,61
32,68
25,66
23,68
27,65
44,67
38,64
60,66
26,95
32,70
29,69
59,64
25,63
31,65
28,66
62,67
22,73
27,70
48,74
32,67
32,74
33,61
30,74
44,57
31,61
60,68
31,67
39,64
32,72
26,62
30,71
25,66
55,72
46,71
23,72
26,72
40,71
22,69
58,64
40,71
18,67
40,72
24,74
25,74
24,67
20,65
32,71
25,72
31,67
35,66
27,74
24,62
33,69
28,64
28,69
46,66
34,75
40,70
27,72
32,71
26,70
32,71
26,67
32,69
57,71
46,66
30,71
27,64
24,68
26,74
42,68
34,67
24,70
57,68
24,67
29,72
29,70
49,64
44,62
25,64
31,63
24,62
31,67
30,70
30,65
26,66
37,67
26,67
27,62
30,70
24,63
18,63
24,62
22,70
27,67
23,66
27,63
31,62
29,60
23,69
38,74
43,72
21,64
35,67
32,63
31,67
24,65
20,64
19,67
32,65
24,66
21,62
25,62
25,71
42,69
28,67
38,59
42,64
36,69
38,73
34,64
23,72
29,75
32,68
28,67
41,70
29,64
28,61
26,66
27,68
26,67
27,60
40,64
40,73
21,66
35,73
36,62
19,66
26,72
38,70
41,62
40,67
27,66
36,69
28,67
23,68
25,69
33,67
29,65
21,67
37,72
41,73
28,65
47,65
23,70
25,68
41,59
22,66
28,68
45,73
27,68
27,74
25,67
38,65
35,74
27,71
53,72
46,60
44,64
37,68
31,69
24,68
40,71
29,71
32,74
32,67
32,68
34,67
25,63
24,67
25,68
32,61
29,64
38,67
28,74
36,62
36,69
66,64
33,64
47,65
60,70
40,62
46,70
36,68
23,75
24,77
23,67
22,67
28,71
23,68
39,71
25,72
24,73
43,71
29,69
32,69
24,66
27,68
25,72
26,68
21,78
58,70
45,71
26,73
21,75
20,71
44,74
28,68
37,65
22,70
30,74
25,74
46,72
29,70
38,72
30,73
30,69
30,74
29,73
66,66
26,70
23,76
31,66
35,73
55,65
20,65
37,66
25,72
44,62
40,76
30,65
24,63
48,68
30,65
34,69
26,74
30,62
42,72
32,66
28,62
25,67
38,70
28,69
38,64
22,70
59,71
33,72
49,60
31,70
23,68
43,68
29,67
41,69
58,67
22,72
38,64
28,69
22,68
49,66
31,64
30,70
22,66
30,73
28,72
26,67
36,69
28,73
69,68
40,70
48,69
23,63
61,65
28,68
27,73
39,68
36,66
41,66
36,64
56,65
30,72
25,68
43,71
31,71
30,67
28,62
38,68
22,60
26,73
30,71
24,71
48,70
38,72
28,64
24,66
55,64
31,67
41,61
26,68
30,65
36,62
21,64
29,69
29,60
38,66
28,62
23,72
30,64
22,73
35,61
27,70
24,65
26,61
29,60
25,65
25,74
27,68
64,70
53,68
27,71
25,73
25,66
23,63
37,76
40,68
25,74
29,70
30,69
36,68
31,61
30,62
42,66
25,68
29,67
26,62
66,62
29,67
30,70
27,67
28,63
24,63
23,65
30,64
33,70
20,63
22,69
24,63
31,66
36,70
24,63
19,65
24,63
29,65
24,63
34,66
26,66
27,65
43,65
23,63
32,73
34,70
37,75
31,68
41,67
34,73
22,68
32,73
23,64
22,68
23,71
44,66
43,64
40,62
41,72
30,64
47,73
18,69
43,67
23,68
25,67
27,72
25,64
28,74
46,71
26,71
41,63
36,73
31,70
42,65
28,65
27,66
25,58
23,76
31,70
25,64
23,68
35,70
34,64
31,63
31,66
26,65
27,67
31,66
26,67
25,64
26,60
30,70
27,65
21,60
28,64
28,63
33,63
29,66
33,63
25,66
32,69
28,66
26,72
34,66
34,72
56,71
36,68
29,65
38,70
27,75
53,74
30,66
32,70
24,66
28,72
25,69
25,68
34,66
20,65
21,61
23,64
24,66
26,65
24,70
32,67
30,67
25,70
21,68
35,66
34,65
20,69
30,95
42,67
27,67
34,75
38,69
31,66
28,71
27,70
33,65
49,64
40,69
32,72
25,70
32,68
28,63
23,70
21,63
34,66
21,63
41,65
31,65
24,65
45,66
26,63
29,67
39,62
44,68
62,73
52,61
32,73
21,61
34,74
31,65
50,74
31,65
22,65
36,70
28,73
24,74
30,68
33,71
28,71
65,67
25,73
26,73
26,72
24,74
27,70
19,74
29,73
29,71
32,67
33,68
31,76
29,66
32,68
31,68
25,62
32,72
25,67
22,63
44,67
22,74
39,78
20,67
18,65
65,67
26,71
22,70
30,69
30,68
24,66
59,71
25,69
23,62
27,65
31,72
28,63
35,64
39,65
40,70
31,76
30,65
57,69
21,70
49,74
40,68
22,68
37,77
25,70
30,70
29,62
49,70
28,66
27,67
36,69
40,69
18,62
34,69
50,65
43,69
20,66
23,61
38,67
26,73
26,61
32,64
24,70
26,66
32,65
38,68
28,76
22,60
20,67
23,65
41,68
31,70
48,65
24,70
40,69
24,68
34,64
24,65
34,63
64,67
43,68
36,70
25,75
23,61
22,67
38,64
29,66
55,67
33,66
28,64
36,65
33,64
42,63
39,64
39,76
25,65
39,67
34,64
27,66
23,68
26,70
30,65
26,62
27,61
37,66
31,65
32,64
32,68
35,68
37,68
33,65
29,65
42,66
39,68
35,62
27,63
31,63
50,66
31,63
23,65
22,67
27,63
26,62
31,62
44,64
25,63
23,72
25,74
38,72
34,63
40,69
35,67
41,66
38,65
24,61
22,72
30,63
18,63
32,64
30,69
28,66
29,68
38,72
39,66
41,71
30,68
49,67
42,68
27,65
39,67
30,69
59,67
57,66
28,67
35,70
42,74
25,64
25,62
30,68
22,64
25,67
24,74
42,63
26,64
46,66
26,59
43,67
23,65
35,66
35,72
34,70
61,68
30,68
32,69
28,67
23,66
28,66
54,70
34,67
27,69
27,67
42,76
21,69
25,69
25,72
27,67
39,69
27,72
26,64
33,70
25,67
22,67
48,67
35,64
29,68
28,70
26,74
26,70
26,73
23,72
38,65
25,67
34,66
24,64
28,69
21,69
23,62
27,67
56,68
19,63
24,64
27,62
32,76
26,73
28,70
56,64
35,64
40,69
33,73
23,71
33,76
43,68
31,67
31,72
31,68
32,62
22,68
48,66
34,66
23,61
28,70
26,64
57,65
29,71
59,63
31,71
38,67
34,69
23,66
26,71
18,65
59,67
24,69
28,71
35,66
31,74
35,70
29,70
32,74
35,67
20,67
22,67
36,74
27,70
18,72
23,71
29,70
26,75
27,72
36,77
25,69
29,67
27,70
33,72
30,71
20,73
26,67
26,68
29,70
26,71
30,70
25,73
27,70
31,69
33,66
27,73
21,71
21,72
26,67
25,74
26,67
21,69
26,64
29,71
26,67
29,69
23,69
28,74
20,72
27,68
27,72
29,70
27,70
19,70
28,70
24,71
33,72
22,70
23,68
26,71
32,68
23,72
27,66
30,76
31,68
25,69
31,71
26,73
26,75
22,77
23,69
29,71
31,67
21,75
57,69
23,69
29,70
45,66
25,72
30,67
28,68
28,74
57,64
38,68
22,65
25,72
42,68
25,64
39,73
62,70
26,74
30,70
24,70
25,68
28,70
41,73
25,71
30,70
18,63
30,69
40,73
46,69
26,71
29,70
30,74
21,66
23,73
37,68
25,71
31,69
27,69
30,75
40,67
63,73
33,66
20,71
31,70
61,70
42,71
52,69
33,74
22,71
43,71
40,70
27,68
31,70
27,72
30,64
31,70
33,72
31,71
27,72
26,61
27,66
40,62
24,65
33,65
31,70
41,64
28,74
34,67
33,66
22,68
55,60
32,68
25,64
24,62
37,63
23,74
30,61
32,66
23,66
45,60
24,62
25,74
41,73
31,66
24,70
42,67
28,62
29,64
38,64
30,66
59,64
26,67
44,65
36,63
32,63
54,60
27,62
28,68
23,67
42,69
31,60
29,68
25,68
33,72
34,61
37,63
37,67
26,64
28,68
42,69
37,66
32,62
41,66
32,62
31,73
34,72
35,61
43,62
19,64
40,62
36,64
33,62
40,68
35,70
